Factorisations Of Cunningham Numbers C+(6,n) = 6^n + 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
 261    17  7.31.59.32713.46441.68209.92569.1439329.380675809.519258631.24378360481.2727192763388813.8283963567043783.3\
            099209924759291137.44894245166647019137.15353979770405175216493168455121.3044494485438757035141743361293028\
            783849823663
 262     3  37.25153.80693041562339812016056722818713011338775652502744288230998371209931235823624253489963316470530628\
            3899816784723798154314237840598897700860194275050959776391744794081520769309060727315701982011115117
 263     5  7.5261.303834678444151.4063115777250325384767947818375933601230465114857832639.9910965641123018048114847749\
            5512183062692878684866208865013445448024884088613143533335428022555611070932778300768839416898838638139
 264    12  17.3169.5953.98801.2508001.3537601.8245249.473896897.9307950433.653601194883855117881156720639553118131649.
            19197545705142827447183881455518760379441910619182497.21072929510294824589300810379511081786676871937230295\
            5985729
 265    11  7.11.101.107.9011.97351567.30871938731.33685364386033.71080464397105403.73883730374153134711.40687903638212\
            50710069078684828893012404608574666450362249710340795253505312278333001565413683599342015672122064876317806\
            4757121
 266    12  37.421.1597.28729.5030761.1030762781149.181514505515281.9736145643041809.19900271591604097.7479560026593024\
            0481.1292011440308023716953924874633901.7727359709130045028589621363367381536694917589436435238612153544930\
            0002470021
 267     8  7.31.179.102895570700431.737380287479449.105974548536692346164432707569940342022635766599.13009814244865512\
            689539109317048727068485006463506241919359711.1437176850540020021056024701236917910178773041847685459251313\
            907949
 268     6  1297.8569643669801.8608623365921809689881.1581108618083594602253847328498841.604630267596176981526479215610\
            62661727047290177.38304258994406106526907923021269281753830160160317998074419436080642160905617424267214878\
            33
 269     7  7.258241.178613311.163286342907309883903.26917859611055656728302165725740157055483.357466071572365944126243\
            92508297681751878912847182075711967.41440413816198070332944737359391242756978386439271368847220247707789206\
            49387
 270    28  13.37.61.73.97.109.181.241.541.3541.4861.6781.9001.55117.74161.211501.591841.39326041.171467713.2106930961.
            51353541541.159594687181.932461936453.75408883542901.34775499883178521.5597780112726834061.6991204295486469\
            87756001.3940374423374379301990321
 271     4  7.4443299354431499.13183575905594260196736199315938752662569776604725870555613249392774714020137072241.1845\
            66134412211884859236030947804232204880708943251710762928625449941265686547904268896517394291431848539854615\
            89
 272     7  353.1697.257857.4709377.80189953.350828321.2218842974289536031086045052998578064951360315044231853839417700\
            70109230878318324240040484174342904156510489772423331178970774073968474190219125479836522684426668004471865\
            5568801
 273    20  7^2.29.31.53.79.197.937.2003.2549.9049.36947.37571.868999.3216487.8857759.52769627.2527867231.1246870287800\
            9806771287543538567443817.303011421837637350733506889531378931667328736621951493065469782440250540362615385\
            3645558719597309980914953
 274     6  37.77269.1422061.19955176141.102147016323508821701835272647335651140011622973540889.19725867522233743721498\
            76658669328777773342611015851008086605477342722910816366199948047839502826396438169963901692262115343617011\
            69716441
 275    13  7.11^2.101.11551.1031141.1458601.51828151.541019051.16336066781.84155540944421.3655688315536801.46831414416\
            41960627325162396834257440798076453082916251349720952753328875227149463498598209974757209229526712564457813\
            6067274306800581301
 276     7  1297.14537.1678321.433176829049.100600260657132106393367429005921.47625006826357122080464279208098880721125\
            912766130417.8960988828246307488972851056852485025631410080060574763042338411488989483899528406049191509142\
            12060729521
 277     7  7.8311.9419.113017.8065133.143476139909.4927257334493378597589755430370247658991816637103809831400299921844\
            17387411277002482171020408836671311268161610463539603467204880348729981483396766831225975755311067359784934\
            2434717851
 278     3  37.1561232989.366756790201675330438586198219099764771048136668768365095024900080524756968827541023989360874\
            85841653311138917532731639492170824535667134063941490312041001597613412405401870634258965957952869551283663\
            009169
 279     7  7.31^2.46441.189491931189200021056951.1830855782835393620827906093040965051783187521.1172819042158209489991\
            70100288808744288061223172065206763520694689264494619096665032303078601525792182896588893631727345112222256\
            364662762201
 280    14  17.113.3361.4817.17761.98801.275521.4048129.11672641.3696985841.5576968321.121206120881.1018944023901288307\
            5423169.421550692859896272084000406437285723273481492962922306042161435355585292585837382013081110882631114\
            2113832408592485307772641
 281     8  7.563.8431.1351757950997.14063062521302839553357.19974696199623424031237.115600460578650720383010805853.313\
            75976148174597583269152728578628100790455280468208825198639610384084112322781064083468644192685919122659203\
            7230322752919043
 282    11  13.37.97.1693.3337903223042569.9491602000279600777.1029538544148223697293.30585762365533687252981.709899603\
            1830910703530849.15209196908804115765023162215382811977158557883364953.322701097829508474835015680960090515\
            952946190383751837149
 283     4  7.2229970063115387665250948239.153320572414770948386910841628616650567801854356507716423740493699401.688345\
            30375481933766774101700312426061296864776721315241312242896250735303194952773378874948180917539143241375877\
            65018474129
 284     7  569.1297.392489.469077689.896041468925733187137365896107353.55591000063419766276550372325862689871257275596\
            3073679357601281305609.146048803629544467213544215165759162439026571455982264672558965618990564314254455832\
            9783709325745337
 285    17  7.11.31.101.457.1787.6271.137713.1950271.2666738161.37260330001.48713705333.61671024221.1903244929382257489\
            51.3229504809106404383981.40844746349999464436020322521.238648600536770558675641421230611677859917014595988\
            218180246941036492065560370095191
 286    11  37.313.2341.58477.70489.252253.863017.29518633.6291946695217.1442562896602716430871522454245444466228594459\
            1729.545923734642994960648049430565276564166318654125076082512412239824164068853993814167142001908591499590\
            78570163935528327292881
 287    11  7^2.29.83.197.28537.1121023.4837453663777044375040181.2853115756372329930021879179.247859037729470996906245\
            243451923112548845447499779115951590660463.8396661697147469154439317136995885216297674764933355222863775735\
            226818322034233487644581
 288     8  1153.2753.145601.1984301569.19854979505843329.1567103187499033148929.63340286662973277706162278988150776663\
            495577436161.7087702768868927632318853926375958189242102622152930511526503883931979664938985488055131442383\
            5543340039179306824577
 289     8  7.8093.190537.12690943.23278892925034258318294404644503.7679962361209350795245766079339091.8341334838343264\
            43733029832034691140142113884984749002560011496915683.37624747549244320243718684843613853486090857003065558\
            456334272556672951563
 290     8  37.241.349.1741.6781.375841.105134528469779071670501631159328247729809.317670126505835388507251470377696432\
            45223531600427050645532257368940244858868717601130249379072976816019165939032052147246912576478567294555519\
            21492919758627576617881
 291     8  7.31.135607.3343385035897.7449708398813963.6571212276076854019883.8826499007361715764052964663075774479.650\
            89716200517668959377709121458442367215672668926178305160765947491133496930415497024808205428839873024146695\
            0504394222828224016289
 292     3  1297.151634244917416206035101114864937647283016448179107389644473.84416597400231449032042002567085522084572\
            30976458076621623069581915933128347974883549491989423152046987977028355293610209604912366649650208829042949\
            15161812384086777
 293     4  7.587.17828792392643.13597475760060990534560674261482552143222981238680738650279344675842999333976254120684\
            11083029150161594458069475987564534176448816994225820525925884501858716139135829339502131924219065630082861\
            4397751048546597591
 294    12  13.37.97.421.5030761.288628033.804146449.6055984789.8434052750068597.27331162020032181412381035966799995760\
            935837684877.802354924671793395266725600744864562917483072464133108417.232656748780492220811980447788583413\
            239326178618924421921926622609
 295     6  7.11.101.20441552166028072811.1163658999540220416412446482708919139658591671.193850605587053935174926079993\
            23277874474661137374340414151594474022759605118230202140433301164632643836707303255087737791258390287454958\
            5128466463983216419928821
 296    11  17.593.98801.137045594113.6758410568257.55197682698737.8375829463350094657.45637046233441330193.28292477288\
            06215136257.147071192694046077687504556871041.2656627838602461878455716468232683151336468162185392352448877\
            2493141762268584387543470889393
 297    16  7.31.199.463.2377.4159.46441.72073.110881.114967.51828151.127236649.883383463.50147190436375827433.22252087\
            14917658550195227627861513418879.23548345761311166851013411106916142877651632902231356587133434530726319672\
            4647698731654217914266527278101525132079
 298     4  37.6825688699471381.6695749655192816473070349489448185116388391043325628915861.4580629916741373866510420685\
            98742529676759689428936173052142140308256518453734994344193542336309298307538943011398491524492955193094867\
            9917372203254601370901
 299     9  7.53.937.37571.3241759.5666051.113958101.990000731.17171794652538009400977149790009413974202000223397177194\
            52380925949496320670874276685799786178340332743764263509794381908542268855127969509115953994550563456342225\
            197298062717958042257557830579
 300    13  41.1297.4801.5801.13441.224401.1678321.68754507401.592575109627400042641.1006795824867486182291801.28398752\
            673271140825020401.2056871500653135843616345033288599993601.15523616333636111545658127482805217176743001452\
            842004397331253391954360606796397740801
 301     9  7^2.29.197.298183187219.412482688627178079807598675848631.393091150299531749364205297712116979.175978301474\
            188430735250552822188278709.7024651675172186767583002089554884386128823015173551124287527549082615956950823\
            45652742081974334536987082993459
 302     6  37.19515241.8951289532327540357.27564163622315314490824935535295293.745167261259319233294290997490123186175\
            226506390533837774670520939396922699533.7561671089184401731847820585250857672213069317012497918821347989080\
            5814348946778499287480329417
 303    10  7.31.607.10303.82013.3866281.21561481.73214437174870569896546747183839338067993.290946705550617051957704461\
            6632832452708657352232253233553601781.304755721355823512992167774398278452892472664663717979935517880549499\
            81348032277084684600130580759240449
 304     6  353.1697.4709377.440123297.693346929436160407667161921820423929978381970938958936441952882745560041213921.4\
            19792964995122262476303833616584403888811579502953814472213566582539360587514945665744185751170351962303223\
            552252276830271269842672559233
 305     7  7.11.101.9151.10542843898331.4577830180684945360162613198286645069141001.6312963210641327684259770138880347\
            83095451033327598357243051454448995455999989979217325774124824572265647306094117396006199900058038040752724\
            635950943019595357165176091192421
 306    18  13.37.73.97.541.613.6121.12241.55117.934117.1785001.57372656104261.8289713345361373993.12346985995648844989.
            2953728137900959095135649.846370054558596518376711409.67189948229360689247329776288122926016737.16958212698\
            84357626495979547494748586327330181748085193409
 307     4  7.4732562084333249714196514227673.55385698371129588030629087875349.4254434791929008388168708724373262541808\
            40473316577842476614455415614667022764101602285916243829411650436363412308599866598855537590521089846658535\
            54296936340573902439348001683
 308    10  89.281.337.617.1297.65725969.81035189089.59649652128793520533433.150080764792922988676714149209.14564318030\
            22997782873924979165116103957244979802164249844287159058027356000687928884012429214234823438465382721673185\
            746027627988521455520994548963375058313
 309     8  7.31.7211.427039.26432479.135025379.20704743230318258100890022657208522727453596408722228548650415542999.56\
            91024429751047815145813948857569282551888334136428035792153415235210386312249162944926831446007852085114975\
            7348877850796545443228981338443096031
 310     9  37.241.6781.27901.50221.372201769081.56112296349610045406881.4755276776499495323285456977988880376118352990\
            1.200381538963661715834366276498131977304588237015157870657015992964819202812818144941004517907938264265868\
            718847096910826094128000517263563148821
 311     9  7.25253560139.4310758347899.18707517257089.65268623352510374655683719.15375997422186291719933915126668351.2\
            495174740032337104455007012996408231601.3864978146331181248248106309395051058288828336437.73325093790228601\
            0148464425733366053998371839053573322923
 312    10  17.1249.5953.98801.36265841.141365953.473896897.94578317595841.98327998682892050307547688538841853424435944\
            546993755800017.2151227344124796397642272500973593331640381766286075121980895069877675778001560542817564691\
            839932043225316653764601008373019554669409
 313     3  7.2269959032465874003365857.2292056457137922612445812831474258367737775541556185245883661232151340839561563\
            81484540271364110307493891552802356012965635279387997303422426925796896853870890559335729548336209679334937\
            018611128713059691273856906104983
 314     5  37.558436298701.43877671534791092362933.1279905706966230103874373460829728602802189297832703568276900592431\
            81.18831968028681962753008825889137589812233268900587085946183652383828639764692204189525396412699731163494\
            8826781446996032824188043732759470097
 315    24  7^2.11.29.31.101.127.197.631.701.2311.9241.46441.71191.585131.1950271.2527867231.154260982009.5289214023778\
            87.2725667472495241.4760317816590150361.8813032387117882454692315491751.271613602977153099649378586566681.4\
            69003277955208335687779414199370735983847571218401393491566031671
 316     6  1297.1578867457.16162944961.88362484215497.2071819885697003194304243129827800670789100727450957708815141580\
            7574320198826712628040225780951132201.129828208258964900410855643322268274343851154185274153625055034515473\
            10539809374170981407741870653553618632449
 317     5  7.974459.4340223635815993.11945361088850933777390788537647098376873971990473200125789018538899.133466837677\
            56739751221171391453612510290695982921903538908296073270577730965354291094433347373531609778283156038003000\
            968646967209671655512834647619164750607
 318    11  13.37.97.6997.26713.40133011425325338673.10786528430680870971861642463992861493.175436926004647658810244613\
            736479118917.175787157418305877173455355755546870641.4163583127968433224662158212210960576841.5842348234509\
            5818811059958443659635320362280925063566974252757
 319    10  7.59.1277.32713.169709.51828151.1034019361.2727192763388813.1252217116623387773.317097499752438952504675505\
            97438662634226933086760366855215811648192094727462529273650323304327535225699814634356984252873407055128594\
            4635993676502982145018449493916304996772698967819
 320     9  641.6827521.4926056449.621432697463041.447183309836853377.1743036582663429761.2480431288764419201.287537871\
            97056661026689.13688984144862621094016966556555508834084270250484773735544529552475772594337300004214047846\
            83895521826438076751995982861272324125006250881
 321     5  7.31.2651847769.26126771741159407024154726661022582007126551676422442131468770568230221685230103991.4068715\
            26922584360003812600735241591853576192168016532286620776691934034345681231475871998082361369858895770432809\
            181748652030642028761175008805452298506999
 322    11  37.421.1933.6073.2259889.5030761.9564781.2593505209.4762756207579441.128407494947883673.1163729367591649467\
            68574484041323096076251095694002386558544629700044674013552448462838546733572246708307490387093412257391973\
            5046371188475017518799444255930777790431821235371793
 323     8  7.1787.13567.190537.12690943.48713705333.872622078319643342057792654017278011123089231989568534209469491855\
            6189538442501432986166567593663232876099.126239968701382045082146513166153226636756671953657150770380545007\
            7992967534028821105944824066406612254496684743187
 324    13  433.577.1297.2593.3313.3889.1678321.115963921.2478750186961.8781208996949976153601.241282001155985351966017.
            40567195306213128342900074449.29434362898331793221727177816323283658576214144908951539349346626158369460949\
            15510612159604121957921661373140797343254270577606171617
 325    13  7.11.53.101.131.937.37571.43798301.88461995051.3655688315536801.199930782298483523040584108028862541.512517\
            661513971729536179593061506405316951.2873644958743843258812596005686733390593654709949816212256285449345890\
            252720881364949256075472262805536071407775411894144163801
 326     5  37.9128653.862123028232465233166133318203195759014737.3478484006896508613553622086740249725635333.469612821\
            29008832875919434387188063313715027393752653637753820804239122210770957398307087159070424619431370210594152\
            234904056457652673964639899150385706875773597
 327     6  7.31.9661979.32560222715988756820062781110511873.9734690819362561778177847000048467837246964212520105008848\
            3502236579895347349.429460794237949381919369813099222583255997784323329901274329123256248088790248276883806\
            09459650778370629306315740992099259169283769567
 328     5  17.98801.554977.1487809.12347461984902970317871715872702017893383886861393653970436107936908066155915119423\
            85450399661728855970634009926937382603895226442586329602895799387718722857641664364080925641924885220815599\
            699901994983598221768860386505662059969627221857
 329    14  7^2.29.197.659.6581.131589345007.29091932006593.6417221204788802521.99379633714344941623.560877906720787934\
            003619587.688032426812647379990413979.534577564460822791430647883899825591.16803436450509059714726582230999\
            081050041281721715692248326388499853106369100340625970383081
 330    27  13.37.61.97.181.241.661.1321.3037.3541.6781.58477.70489.74161.96493.110221.144541.622513.863017.4629769.188\
            074921.14966414761.16266405013.423852369601.327530004878469169641790322188617887848527841.24224271105024267\
            04689475016159869368542787241.433295951605870884187046138704268693683498331456101
 331     5  7.648675797064247.1236023944589761.10001312033685801300032151531732232582514112692078389782701922973061.658\
            95276032273530263048875365535917359061535246511133624566186538715266554188340585777703025318756558374827204\
            43630406486478245944869941397820842114167390421773
 332     6  1297.1262929.16069876234711676274286505322384377.296738160046349651548598357764263420137.650106680542055228\
            216904187084969212101711180529566573956155238949369.4370444958467804597867753202137087550101806404541969591\
            29029284718895597993040438934936850297533075756275529
 333    15  7.31.223.3923.7993.46441.142969.1096762734443.2054788991719.3655654025276752913719.8340044242652322623767.3\
            07179506952290966206956065569.179387661997495726126890615360339943609.4848130249452690682658785125150240132\
            60506641.720041905255709748318650457578090427315598940590843496977
 334     5  37.26921446615521768997.37597376323754357344197406664995834047249702145969970498293.51502221799707178125025\
            528282930027721442937798693063043926320591434734001630893.4142228066176788598678830104633264519297679640555\
            9179732383361255631887230356707467626379138546914777
 335    10  7.11.101.269.418349.90571543952974835963.191757760647639121941197.31846061939218752031563804583960071245498\
            521.33043810265390665699849267497125492132378301609014283735742053385982374757191.2996920266320136709171321\
            3662535500876967454942276945030048940462212376442687647275401
 336    13  193.353.1697.8641.4709377.688490113.6931400449.490972383553.3307958515009.18322466545692289.262601129068554\
            6903553.1026745888453552697436968844848917190436254094111712318750754497.1596612381287337393411801524316035\
            101063722597815373439650115337315711186653160251741722088193856577
 337     7  7.51899.112493774365342418002822667.60858373865624835157949011267694339.11429767744966866607725417511319063\
            408867.84382257093351217403808536729720911956398743537658819.7194108339303132769235414152203396706043427306\
            639525195002895796345270779352741697286041327388197787341
 338    10  37.313.2341.42589.413713.249753555949.6291946695217.9507623545549923608349313381670781723822370565594502882\
            73.7374816340411679132081492812954747890931208487192188857067501570272900803526414417.196724586834577892882\
            78992418450933122786990415625278087649712338543546066768023737
 339    11  7.31.227.2713.8363.586471.5043448999988542328333.3226831830647224961981839.17509944088144508036321352599539\
            03.217085653849206214541602569383859982900289160186960917.1532180770479749270815176890525776642858807673669\
            44848922028696029902081241722694780148390793116507683940287115191
 340    10  41.137.1297.5849.105401.68754507401.1536052010629489.51420576374811381403609445473.192947574673366890512032\
            293049056342391614060796043643547834881402185616614713156561.7920835930398600005432848679540545210330776038\
            78570219257577757952894663163123335160303639111457855358205108681
 341     9  7.683.51828151.738801699065626101203.189491931189200021056951.201829461618484065097678058023863456803.19315\
            79004923335893545766492796645505817541279.54244210028135332014784214833039498558612327178902639.30487575407\
            198598896164900531103058119481291342661204078174306939812803693
 342    21  13.37.73.97.229.541.25309.43321.55117.2197693.37187713.60204997.4765941001.1030762781149.300537265358917.97\
            36145643041809.235011794248567117.473164737913969822009.659334264781883756771821.40629285744355378187569186\
            381.24977990846018166031988361244151155910270084294861293971025147798026374842117
 343    12  7^4.29.197.762332681442053.90179616936384011.2452897437521376917.12929162654221584653.422626816131280833123\
            49381297566288102034789427607264144798179538273291433.63703417872165432317971900364660186103742860415479402\
            8567591165625413533607301291236273993363033154026175955115720431
 344     7  17.98801.186136337.8889718818436619623637354417.214670565313869275249305269579078241.4409807054631633606973\
            2891124299479167253575131341897248372433.183615185137947941316392636931334943668473204306317962089535028903\
            951518876804138419627518895087293025329392296963859806520517393
 345    14  7.11.31.101.1950271.113958101.990000731.55727811361.24648570768391.23126990778420152651.8162140790840815645\
            21.10829601768590858922799569083910271.15138465280223101464931287568892526939099241284821.12854365183971192\
            6988191404788393720646055648997875932836681470761997655427564275280881990561
 346     4  37.699705783037077375644948197.5616475725965869486531769751356845649308455564977165050519044347264465858577\
            1052699471490056581.119605612408266424571878620603255359443986862625170083262513210142881955861855697561030\
            442897124917553684448866765015014996075103318345732384959573
 347     6  7.8329.1632339647473996207.4254678785395250635090914262464410641424477007559249.705115078999870420213994216\
            08627600087695968291036987926849957371379710825930676085846246065057.36547331438884099727114410025437724191\
            882639263092614191503321841305380338823023355542833953649420929
 348    12  233.1297.4177.250793.1678321.4916777.6198809.657514530802998237121.9008169903032260803977.88574437255173019\
            150535038179441097901397209.37702065257063784412356623467930092827469446641278116128045705297.1954699893170\
            2368108762797521110098695844291930024429769501981820106350579166679392689
 349     5  7.3856451.102442056124834405281837500531.74414462151079944349463706122357.182542877618953167966804126584657\
            63829437290140236941964007412564562673266378541219423866838084797774300685479028892078620184277624582690494\
            5388445245208841010682825762192024549723778693771840424927277363
 350    16  37.241.421.4201.6301.6781.10501.343801.844201.5030761.17190601.22243201.13509594555661.1748016735462726601.
            1708114263204222806519161.141439384270426096576600991217926729462980471602800864602498116738811770342759213\
            3696466399065906568099758613112785541106906741217651174702612015081434629862955801
 351    19  7.31.53.79.937.1873.9049.23167.37571.46441.114967.868999.8857759.883383463.25382817428740298677823401.13098\
            7955745496562079528487.48195628755548807440285827712404103.570634716429368582956254942757614908594136109225\
            14697.324355664250426251553803761773842163457786012138565123148795051630021068234743
 352     6  2753.145601.19854979505843329.978494460213024200513.34008501773774613881206536370027348041226433.3063756543\
            35413251268980057749545589248182915638029780504802311827076707046345519262859673991698610178354511810076422\
            83115678373509366854081687094446413543225341800567381351120628359169
 353     6  7.5991823.78205041689362902245131470268247495747.4245833498805354083788298428051503901631774178454283.76772\
            819749620922859599019064869997729081875556728878881833848945739.4553330419730247077523583447831741359884241\
            1794792485571017691246712640554863455599919842904873592456844389323
 354    10  13.37.97.709.2833.254923189.554971222573.133589910406332047005635034869891408349234248778475513948150986554\
            1557140233.3231285690411251549937535803579175660890272281294966380800039383396486737158017.5103923930256645\
            251191168525409203504385766999757921167067440551841279481853026725824057029
 355    10  7.11.101.37489.26385731.11735704315681.5757417485448059422914748320317168839.354385319958785749584647875128\
            841840080711378265206577334551.3598339329514308443187676069403566975807361671986853605875741.26441986577612\
            50308555479771133816110610522031009818342913882199630929433610790800838848631
 356     4  1297.1067653695449616193001.6282957834660568354129.12086779734275946046042583865410309124747619501795724860\
            75580102206765575833759645260788683220683886034818579577244434737226441741132123725866201025416244929914405\
            825383065043196036005875825068723806777965009464481685971187249501689
 357    18  7^2.29.31.103.197.919.17137.190537.12690943.980146969.2527867231.22885730141.99617785207.2681104713967.4919\
            5951643511367169525208925567479001.9584881019626035133999258735515025036249902934797053.2595593365747784665\
            67151091871358763291714398783964357553979570246725660220764747141399421280114709910154663
 358     8  37.42961.788317.9500447808790033.33400288069890510050856036346738819956549841.29004139847641311481926544059\
            7823622823175677.63093061235328987053780096371148795405358698815352941858438157252391666961.520277159073558\
            39328066969270792612347545989378724055705378356447455364127855879614991973
 359    4+  7.9110965748024759967611.47703250896149280693917.7466008108936843238349205936046639638331121136878986819781\
            35608686174135995275782509711259926453815843852982297139917482353030419565641412146723712176788382384338773\
            616404533095939928745753052025927219521106760931436988863895446008633
 360    16  17.5953.17761.55201.98801.122401.13599361.21027841.473896897.3696985841.121206120881.6776234506081.44581398\
            4361506105237664076966721.22452257707354557235348829785471057921.29338716055451844525014364193272424321.939\
            92248710889983929469344314164137431902799076943766301127221254647124054790425934923727521
 361    6+  7.1787.48713705333.5426629939912152649129.57905799063241395665537419802123.42704669550266800191336530710443\
            36308697919683467934809546175412602155170612131573834092938173229856921958462067966419488354021404384918121\
            71130013024699235074723703431202184328572502091294363126520225743973953643
 362    5+  37.49957.189695801866717.526959712531424757289.265533568039708827021870241384526210488027367795968407925292\
            60595806087351073538711029604664701465627223660000189768476458322734771594365477167256074358749375597382311\
            30624634310417254394689529575292820621575256805955906290439367862541156661
 363    11  7.31.463.727.72073.51828151.127236649.15186641018595718629290023681.357800878806910504804240000283796111411\
            6977849537973223.103373476033477388263515282957106895317857131511194597652434632687520479231.15096141763368\
            275938076552065486641946658139649032610408152635461686001392974652642464896259305471
 364    14  281.337.617.1297.192193.14090441.81035189089.77055473691242478433.13308759072006165899041.82844349505262401\
            25727017.671172865763366711117443724389009.808915328590499386254591774467556408539129.353195369048164240596\
            59524632822071355049464122680657.6519309074514607716913930063237310136235387545164082041
 365    13  7.11.101.293.439.120855443.1389436303.494295245128245131.16540741646767991411202121.42218834593780304708244\
            76438562257.254856004505238557834753259615355816338030694854500477132141.6415267023859934992688035953439081\
            187660996277772392359853751.11178924780596174034797490472604082190989137375433232321281031
 366    16  13.37.97.733.8053.60757.241561.348433.558416270857.10161211191529.457346879849878822260409.3069462805228338\
            593646133.173941000965538537755852657517.16902108287872033432712387350388318713.980629821422920213712802742\
            82421910494119325733.196597122477434001699939656151715927005493674652801355438654544438291553
 367     3  7.24223.225000209043214078848436164723652742069947396205979008271247529295663658940798176726169001322168240\
            60386898240792592257702265815729802146769677225016862871240225121497111097917117470164402702188088018757403\
            004582301808802546918615733143762088641029285244842249104156868099915338217
 368    12  353.1697.136897.1510273.2787233.4709377.65983873.4521249267735713.46264645253729717287768155233.17471654091\
            91861211943873827004641.3892757110616175619125134299275807031820501573185619194311329.149996335695557046321\
            721504896312964854724153278558259047999326027739823577144747957675890910147771166514651169
 369    12  7.31.83.1231.28537.46441.2872723303.4837453663777044375040181.268313928259442786323996685119.62826022726374\
            9127899296330959.13962920965423422985070859383439633233088296131740062300197159.142901225934358910616458334\
            546032475881108357631878872140161426564856550164076857572859982163043154061736815224575913
 370    12  37^2.241.4441.6781.3300043400835529.6703378804899541.3783707229719954256901.312874078096728164882917501.190\
            892407618022993841069346975403017.7323247594498939194364454332812647306970026389613020411967027876415195696\
            1.226555567567632564488624147870653621766605720452260200600596005323184821131529301814721
 371    10  7^2.29.107.197.97351567.33685364386033.71080464397105403.27837001267926889883358224217680981893868959872063\
            91.25439754075543158409896260432983075156874832718186443020870129897809457845457864736634848885865392178352\
            8006350280802788138866650887785880828899623474302582920565256219868971583717655913824241
 372    11  1297.1578769.1678321.20308493329.106179166897.1062529732255153.505430595651453051641.1925908038245384112267\
            9088710848926436527873.1645166645707768849055046041846220911468426737.4185748580202838114238390303714420668\
            3835077721.5620737842673905832645561920040331835395111982278504198883838313024885675556083201
 373     5  7.2239.305861.53749783974339246040628451522941961707.690817661562049430895892322070703542853750341676047772\
            06822588121603306438507522789463112748012328069260061375596248377572200704879573926332238958017537809046659\
            1314825834894273251118627425046313501291463105159619399942732375546461129607466527
 374    11  37.6733.58477.70489.863017.934117.6773155698277.2501850879498651781.8289713345361373993.1666209055094726781\
            7532833084936567469376561931117199336634319011364776739722634584799904405393505087889.551199432504034094014\
            614942720208216988359859314312573575833568466762683056295417002390729187861797699416750129
 375    18  7.11.31.101.151.251.751.3001.5501.168151.1950271.573178201.918628247364601.3655688315536801.269473086038499\
            9001.344316256809732690001.233805293126289020639202084597666844981225400241001.4130727567150839008183711557\
            91005434665629798751235205656494814726853854005568718732597091674729959978213575534559444705592912675001
 376    8+  17.98801.198529.590321.2172688893409.6860018751366721.609625726569565390289681.2149619342338545853594755387\
            47588254192302761501608599440231979765566090884339698789738848171820662968939859081117824210521550242297884\
            86480265033084034977718562254958602139024221883832625962094511495874553064964189544831841
 377    10  7.53.59.937.32713.37571.5259151.103678433717.2727192763388813.615407593185514661554847983084405545355779064\
            34607263098771556314367714353341928769670369924091548540236095860554235745321850669091398514902546697162216\
            55541675672245005495577753300298230916178461689937701217805517969557960516299762942928067973
 378    25  13.37.73.97.109.421.541.757.1009.9829.17389.55117.591841.5030761.10339309.171467713.804146449.6055984789.93\
            2461936453.48129311534221.12185192600132570384611238029.2592266236335984818021237855668549.1079408345446306\
            6294342208029552733580361.56935786898214537310466419242580167017018917.101581393491504880675707075386832796\
            151766169
 379     4  7.6215678932110055670241299.39594233382490829759605818014230525162442624379592766682403039.4820647143682973\
            62129200295858893759845115028491524794231274986370551456047823301120082093485299907267679889043653271689825\
            7110294756505772592641375094560163124805206507825142957485484934879455289116453808211
 380    15  41.761.1297.4561.689321.68754507401.355518408146401.3939048167443707601.5028187486478069273.130383136807040\
            41577.1991255326339643820867934461881.165124761236284971873587401742681.430900697980532343944742725010481.2\
            04151655878303598851190023785774256244024641.2145005301295609695954074204507471183932370487392041001761
 381    12  7.31.509.2287.136399.7833361.11461131511.740027726500071028321.6557252639250807127523.125750653970860928334\
            3698143.12514251972598061031154549270275982573061110378811783176435900357554799.126564187655781642628459861\
            5256575618204993415051913451675156303034161194379378847812439064922488372507755808469876083238933913
 382     2  37.48481485957184619093726707857513106833689271762141364789470743091106024963030547750834554399692673898768\
            50565661382292635489027121432644511477285982256085630079438476856989027093292564456293805638371249645868588\
            5545971000869443483442739622405323759215633196560719329552707901708280521502369782701
 383     9  7.91921.1914729212942473.7001252622923959.23223797215609849.4880870513072449263361047718936256658889.477812\
            44631039871123172831093844890197337.13738283031549191201680210458114751653439655791000567708037857685782106\
            39273287.167692087225975058127738354709906330748662619527930060069180878281346107228315099147047
 384    12  257.10753.763649.50307329.194651137.3191106049.2339340566463317436161.2983028405608735541756929.18247770097\
            021321924017185281.2239060935664468407122127993082759905953606443009.35974630253449238259718914807013408798\
            4989179216224257.9547095252332279984587114058440804863038319263390066370351201854664563616693768270337
